NP_ChEMBL_ID,Target_ChEMBL_ID,Relationship,Assay_type,Activ_type,Activ_Value,Units,Activity_ID,Assay_ChEMBL_ID,Assay,Target,Organism,Reference_ID
CHEMBL131921,CHEMBL3242,A,single protein format,Ki,52.5,nM,15752909,CHEMBL3631192,Inhibition of human recombinant carbonic anhydrase 12 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase XII,Homo sapiens,CHEMBL3627624
CHEMBL309490,CHEMBL3242,A,single protein format,Ki,41.8,nM,15752901,CHEMBL3631192,Inhibition of human recombinant carbonic anhydrase 12 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase XII,Homo sapiens,CHEMBL3627624
CHEMBL117,CHEMBL3242,A,single protein format,Ki,34.7,nM,15752899,CHEMBL3631192,Inhibition of human recombinant carbonic anhydrase 12 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase XII,Homo sapiens,CHEMBL3627624
CHEMBL8996,CHEMBL3242,A,single protein format,Ki,31.1,nM,15752905,CHEMBL3631192,Inhibition of human recombinant carbonic anhydrase 12 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase XII,Homo sapiens,CHEMBL3627624
CHEMBL8996,CHEMBL3242,A,single protein format,Ki,31.1,nM,15752905,CHEMBL3631192,Inhibition of human recombinant carbonic anhydrase 12 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase XII,Homo sapiens,CHEMBL3627624
CHEMBL233930,CHEMBL3242,A,single protein format,Ki,4.9,nM,15752913,CHEMBL3631192,Inhibition of human recombinant carbonic anhydrase 12 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase XII,Homo sapiens,CHEMBL3627624
CHEMBL379064,CHEMBL3242,A,single protein format,Ki,220,nM,15752926,CHEMBL3631196,Inhibition of human recombinant carbonic anhydrase 12,Carbonic anhydrase XII,Homo sapiens,CHEMBL3627624
CHEMBL379064,CHEMBL3242,A,single protein format,Ki,220,nM,15752926,CHEMBL3631196,Inhibition of human recombinant carbonic anhydrase 12,Carbonic anhydrase XII,Homo sapiens,CHEMBL3627624
CHEMBL8996,CHEMBL261,A,single protein format,Ki,10000,nM,15752835,CHEMBL3631188,Inhibition of human recombinant carbonic anhydrase 1 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase I,Homo sapiens,CHEMBL3627624
CHEMBL8996,CHEMBL261,A,single protein format,Ki,10000,nM,15752835,CHEMBL3631188,Inhibition of human recombinant carbonic anhydrase 1 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase I,Homo sapiens,CHEMBL3627624
CHEMBL8145,CHEMBL261,A,single protein format,Ki,10000,nM,15752832,CHEMBL3631188,Inhibition of human recombinant carbonic anhydrase 1 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase I,Homo sapiens,CHEMBL3627624
CHEMBL486386,CHEMBL261,A,single protein format,Ki,10000,nM,15752830,CHEMBL3631188,Inhibition of human recombinant carbonic anhydrase 1 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase I,Homo sapiens,CHEMBL3627624
CHEMBL379064,CHEMBL261,A,single protein format,Ki,10000,nM,15752837,CHEMBL3631188,Inhibition of human recombinant carbonic anhydrase 1 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase I,Homo sapiens,CHEMBL3627624
CHEMBL379064,CHEMBL261,A,single protein format,Ki,10000,nM,15752837,CHEMBL3631188,Inhibition of human recombinant carbonic anhydrase 1 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase I,Homo sapiens,CHEMBL3627624
CHEMBL309490,CHEMBL261,A,single protein format,Ki,10000,nM,15752839,CHEMBL3631188,Inhibition of human recombinant carbonic anhydrase 1 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase I,Homo sapiens,CHEMBL3627624
CHEMBL233930,CHEMBL261,A,single protein format,Ki,10000,nM,15752827,CHEMBL3631188,Inhibition of human recombinant carbonic anhydrase 1 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase I,Homo sapiens,CHEMBL3627624
CHEMBL151,CHEMBL261,A,single protein format,Ki,10000,nM,15752840,CHEMBL3631188,Inhibition of human recombinant carbonic anhydrase 1 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase I,Homo sapiens,CHEMBL3627624
CHEMBL150,CHEMBL261,A,single protein format,Ki,10000,nM,15752838,CHEMBL3631188,Inhibition of human recombinant carbonic anhydrase 1 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase I,Homo sapiens,CHEMBL3627624
CHEMBL131921,CHEMBL261,A,single protein format,Ki,10000,nM,15752831,CHEMBL3631188,Inhibition of human recombinant carbonic anhydrase 1 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase I,Homo sapiens,CHEMBL3627624
CHEMBL117,CHEMBL261,A,single protein format,Ki,10000,nM,15752841,CHEMBL3631188,Inhibition of human recombinant carbonic anhydrase 1 preincubated for 15 mins at room temperature/6 hrs at 4 deg C by stopped-flow CO2 hydration assay,Carbonic anhydrase I,Homo sapiens,CHEMBL3627624
CHEMBL379064,CHEMBL261,A,single protein format,Ki,10000,nM,15752921,CHEMBL3631193,Inhibition of human recombinant carbonic anhydrase 1,Carbonic anhydrase I,Homo sapiens,CHEMBL3627624
CHEMBL379064,CHEMBL261,A,single protein format,Ki,10000,nM,15752921,CHEMBL3631193,Inhibition of human recombinant carbonic anhydrase 1,Carbonic anhydrase I,Homo sapiens,CHEMBL3627624
CHEMBL275638,CHEMBL6093,I,single protein format,IC50,102280,nM,5130811,CHEMBL1647727,Inhibition of human recombinant calmodulin assessed as inhibition of calmodulin-sensitive cAMP phosphodiesterase activation after 15 mins by spectrophotometric analysis,Calmodulin,Homo sapiens,CHEMBL1641572
CHEMBL294009,CHEMBL6093,I,single protein format,IC50,55200,nM,5130812,CHEMBL1647727,Inhibition of human recombinant calmodulin assessed as inhibition of calmodulin-sensitive cAMP phosphodiesterase activation after 15 mins by spectrophotometric analysis,Calmodulin,Homo sapiens,CHEMBL1641572
CHEMBL276915,CHEMBL6093,A,single protein format,IC50,37100,nM,5130814,CHEMBL1647727,Inhibition of human recombinant calmodulin assessed as inhibition of calmodulin-sensitive cAMP phosphodiesterase activation after 15 mins by spectrophotometric analysis,Calmodulin,Homo sapiens,CHEMBL1641572
CHEMBL117,CHEMBL6093,A,single protein format,IC50,33430,nM,5130815,CHEMBL1647727,Inhibition of human recombinant calmodulin assessed as inhibition of calmodulin-sensitive cAMP phosphodiesterase activation after 15 mins by spectrophotometric analysis,Calmodulin,Homo sapiens,CHEMBL1641572
CHEMBL294009,CHEMBL6093,I,single protein format,Inhibition,,,5130847,CHEMBL1647727,Inhibition of human recombinant calmodulin assessed as inhibition of calmodulin-sensitive cAMP phosphodiesterase activation after 15 mins by spectrophotometric analysis,Calmodulin,Homo sapiens,CHEMBL1641572
CHEMBL276915,CHEMBL6093,I,single protein format,Inhibition,,,5130845,CHEMBL1647727,Inhibition of human recombinant calmodulin assessed as inhibition of calmodulin-sensitive cAMP phosphodiesterase activation after 15 mins by spectrophotometric analysis,Calmodulin,Homo sapiens,CHEMBL1641572
CHEMBL275638,CHEMBL6093,I,single protein format,Inhibition,,,5130848,CHEMBL1647727,Inhibition of human recombinant calmodulin assessed as inhibition of calmodulin-sensitive cAMP phosphodiesterase activation after 15 mins by spectrophotometric analysis,Calmodulin,Homo sapiens,CHEMBL1641572
CHEMBL117,CHEMBL6093,I,single protein format,Inhibition,,,5130849,CHEMBL1647727,Inhibition of human recombinant calmodulin assessed as inhibition of calmodulin-sensitive cAMP phosphodiesterase activation after 15 mins by spectrophotometric analysis,Calmodulin,Homo sapiens,CHEMBL1641572
CHEMBL269538,CHEMBL2292,A,assay format,IC50,60,nM,12141812,CHEMBL2187134,Inhibition of human recombinant C-terminal truncated GST-tagged DYRK1A expressed in Escherichia coli using GRSRSRSRSRSR as substrate and [gamma33P]ATP after 30 mins by scintillation counting,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens,CHEMBL2176911
CHEMBL583912,CHEMBL1293224,I,assay format,IC50,200000,nM,13328430,CHEMBL2390683,Inhibition of human recombinant brain tau protein (412 amino acid residues) filament assembly expressed in Escherichia coli BL21(DE3) by electron microscopic analysis in presence of heparin,Microtubule-associated protein tau,Homo sapiens,CHEMBL2385058
CHEMBL297453,CHEMBL1293224,A,assay format,IC50,1800,nM,13328431,CHEMBL2390683,Inhibition of human recombinant brain tau protein (412 amino acid residues) filament assembly expressed in Escherichia coli BL21(DE3) by electron microscopic analysis in presence of heparin,Microtubule-associated protein tau,Homo sapiens,CHEMBL2385058
CHEMBL164,CHEMBL1293224,A,assay format,IC50,1200,nM,13328429,CHEMBL2390683,Inhibition of human recombinant brain tau protein (412 amino acid residues) filament assembly expressed in Escherichia coli BL21(DE3) by electron microscopic analysis in presence of heparin,Microtubule-associated protein tau,Homo sapiens,CHEMBL2385058
CHEMBL164,CHEMBL1293224,A,assay format,IC50,1200,nM,13328429,CHEMBL2390683,Inhibition of human recombinant brain tau protein (412 amino acid residues) filament assembly expressed in Escherichia coli BL21(DE3) by electron microscopic analysis in presence of heparin,Microtubule-associated protein tau,Homo sapiens,CHEMBL2385058
CHEMBL28,CHEMBL4822,A,single protein format,IC50,38500,nM,10858608,CHEMBL2020741,Inhibition of human recombinant BChE using panvera peptide as substrate preincubated for 60 mins before substrate addition by FRET assay,Beta-secretase 1,Homo sapiens,CHEMBL2016543
CHEMBL418068,CHEMBL4822,I,single protein format,IC50,,,14592436,CHEMBL3238628,Inhibition of human recombinant BACE1 using methoxycoumarin-Ser-Glu-Val-Asn-Leu-Asp-Ala-Glu-Phe-Lys-dinitrophenyl as substrate preincubated for 1 hr by FRET assay,Beta-secretase 1,Homo sapiens,CHEMBL3232829
CHEMBL140,CHEMBL4822,I,single protein format,Inhibition,,,16480131,CHEMBL3769117,Inhibition of human recombinant BACE1 using M-2420 as substrate up to 3 uM preincubated for 1 hr followed by substrate addition incubated for 15 mins by FRET assay,Beta-secretase 1,Homo sapiens,CHEMBL3763057
CHEMBL140,CHEMBL4822,I,single protein format,IC50,343000,nM,16480136,CHEMBL3769116,Inhibition of human recombinant BACE1 using M-2420 as substrate preincubated for 1 hr followed by substrate addition incubated for 15 mins by FRET assay,Beta-secretase 1,Homo sapiens,CHEMBL3763057
CHEMBL508791,CHEMBL4822,A,single protein format,IC50,2210,nM,3306115,CHEMBL1117923,Inhibition of human recombinant BACE1 after 60 mins by FRET assay,Beta-secretase 1,Homo sapiens,CHEMBL1155522
CHEMBL464006,CHEMBL4822,I,cell-based format,IC50,59400,nM,6179467,CHEMBL1771831,Inhibition of human recombinant BACE-1 expressed in HEK293 cells assessed as inhibition of amyloid precursor protein cleavage into amyloid beta after 60 mins using Rh-EVNLDAEFK-Quencher as a substrate by FRET assay,Beta-secretase 1,Homo sapiens,CHEMBL1770081
CHEMBL28626,CHEMBL4822,A,cell-based format,IC50,12300,nM,6179464,CHEMBL1771831,Inhibition of human recombinant BACE-1 expressed in HEK293 cells assessed as inhibition of amyloid precursor protein cleavage into amyloid beta after 60 mins using Rh-EVNLDAEFK-Quencher as a substrate by FRET assay,Beta-secretase 1,Homo sapiens,CHEMBL1770081
CHEMBL1770312,CHEMBL4822,A,cell-based format,IC50,5300,nM,6179459,CHEMBL1771831,Inhibition of human recombinant BACE-1 expressed in HEK293 cells assessed as inhibition of amyloid precursor protein cleavage into amyloid beta after 60 mins using Rh-EVNLDAEFK-Quencher as a substrate by FRET assay,Beta-secretase 1,Homo sapiens,CHEMBL1770081
CHEMBL518543,CHEMBL4822,A,cell-based format,IC50,3400,nM,6179469,CHEMBL1771831,Inhibition of human recombinant BACE-1 expressed in HEK293 cells assessed as inhibition of amyloid precursor protein cleavage into amyloid beta after 60 mins using Rh-EVNLDAEFK-Quencher as a substrate by FRET assay,Beta-secretase 1,Homo sapiens,CHEMBL1770081
CHEMBL28,CHEMBL3105,I,single protein format,IC50,100000,nM,12708910,CHEMBL2341185,Inhibition of human recombinant ARTD1 by fluorescence assay,Poly [ADP-ribose] polymerase-1,Homo sapiens,CHEMBL2331472
CHEMBL301624,CHEMBL3105,A,single protein format,IC50,7585.78,nM,12708903,CHEMBL2341185,Inhibition of human recombinant ARTD1 by fluorescence assay,Poly [ADP-ribose] polymerase-1,Homo sapiens,CHEMBL2331472
CHEMBL301624,CHEMBL3105,A,single protein format,IC50,7500,nM,12708904,CHEMBL2341185,Inhibition of human recombinant ARTD1 by fluorescence assay,Poly [ADP-ribose] polymerase-1,Homo sapiens,CHEMBL2331472
CHEMBL151,CHEMBL3105,A,single protein format,IC50,4265.8,nM,12708908,CHEMBL2341185,Inhibition of human recombinant ARTD1 by fluorescence assay,Poly [ADP-ribose] polymerase-1,Homo sapiens,CHEMBL2331472
CHEMBL151,CHEMBL3105,A,single protein format,IC50,4200,nM,12708909,CHEMBL2341185,Inhibition of human recombinant ARTD1 by fluorescence assay,Poly [ADP-ribose] polymerase-1,Homo sapiens,CHEMBL2331472
CHEMBL275638,CHEMBL3105,A,single protein format,IC50,1400,nM,12708912,CHEMBL2341185,Inhibition of human recombinant ARTD1 by fluorescence assay,Poly [ADP-ribose] polymerase-1,Homo sapiens,CHEMBL2331472
CHEMBL275638,CHEMBL3105,A,single protein format,IC50,1380.38,nM,12708911,CHEMBL2341185,Inhibition of human recombinant ARTD1 by fluorescence assay,Poly [ADP-ribose] polymerase-1,Homo sapiens,CHEMBL2331472
CHEMBL222556,CHEMBL3105,A,single protein format,IC50,1300,nM,12708900,CHEMBL2341185,Inhibition of human recombinant ARTD1 by fluorescence assay,Poly [ADP-ribose] polymerase-1,Homo sapiens,CHEMBL2331472
CHEMBL222556,CHEMBL3105,A,single protein format,IC50,1258.93,nM,12708899,CHEMBL2341185,Inhibition of human recombinant ARTD1 by fluorescence assay,Poly [ADP-ribose] polymerase-1,Homo sapiens,CHEMBL2331472
CHEMBL398412,CHEMBL1900,I,single protein format,IC50,200000,nM,15066123,CHEMBL3362499,"Inhibition of human recombinant aldose reductase using DL-glyceraldehyde, HRAR and beta-NADPH incubated for 10 mins by spectrophotometry",Aldose reductase,Homo sapiens,CHEMBL3352229
CHEMBL487417,CHEMBL1900,I,single protein format,IC50,566660,nM,7999735,CHEMBL1942674,Inhibition of human recombinant aldose reductase using D-glyceraldehyde as substrate preincubated for 10 mins before substrate addition measured for every 10 secs for 50 mins by spectrophotometry,Aldose reductase,Homo sapiens,CHEMBL1938238
CHEMBL49732,CHEMBL1900,I,single protein format,IC50,131000,nM,7999744,CHEMBL1942674,Inhibition of human recombinant aldose reductase using D-glyceraldehyde as substrate preincubated for 10 mins before substrate addition measured for every 10 secs for 50 mins by spectrophotometry,Aldose reductase,Homo sapiens,CHEMBL1938238
CHEMBL233930,CHEMBL1900,I,single protein format,IC50,60500,nM,7999731,CHEMBL1942674,Inhibition of human recombinant aldose reductase using D-glyceraldehyde as substrate preincubated for 10 mins before substrate addition measured for every 10 secs for 50 mins by spectrophotometry,Aldose reductase,Homo sapiens,CHEMBL1938238
CHEMBL44,CHEMBL1900,A,single protein format,IC50,20000,nM,7999736,CHEMBL1942674,Inhibition of human recombinant aldose reductase using D-glyceraldehyde as substrate preincubated for 10 mins before substrate addition measured for every 10 secs for 50 mins by spectrophotometry,Aldose reductase,Homo sapiens,CHEMBL1938238
CHEMBL150,CHEMBL1900,A,single protein format,IC50,10000,nM,7999733,CHEMBL1942674,Inhibition of human recombinant aldose reductase using D-glyceraldehyde as substrate preincubated for 10 mins before substrate addition measured for every 10 secs for 50 mins by spectrophotometry,Aldose reductase,Homo sapiens,CHEMBL1938238
CHEMBL187266,CHEMBL1900,A,single protein format,IC50,8690,nM,7999745,CHEMBL1942674,Inhibition of human recombinant aldose reductase using D-glyceraldehyde as substrate preincubated for 10 mins before substrate addition measured for every 10 secs for 50 mins by spectrophotometry,Aldose reductase,Homo sapiens,CHEMBL1938238
CHEMBL251254,CHEMBL1900,A,single protein format,IC50,3000,nM,7999727,CHEMBL1942674,Inhibition of human recombinant aldose reductase using D-glyceraldehyde as substrate preincubated for 10 mins before substrate addition measured for every 10 secs for 50 mins by spectrophotometry,Aldose reductase,Homo sapiens,CHEMBL1938238
CHEMBL312163,CHEMBL1900,A,single protein format,IC50,2700,nM,7999729,CHEMBL1942674,Inhibition of human recombinant aldose reductase using D-glyceraldehyde as substrate preincubated for 10 mins before substrate addition measured for every 10 secs for 50 mins by spectrophotometry,Aldose reductase,Homo sapiens,CHEMBL1938238
CHEMBL82242,CHEMBL1900,A,single protein format,IC50,2000,nM,7999730,CHEMBL1942674,Inhibition of human recombinant aldose reductase using D-glyceraldehyde as substrate preincubated for 10 mins before substrate addition measured for every 10 secs for 50 mins by spectrophotometry,Aldose reductase,Homo sapiens,CHEMBL1938238
CHEMBL82242,CHEMBL1900,A,single protein format,IC50,2000,nM,7999730,CHEMBL1942674,Inhibition of human recombinant aldose reductase using D-glyceraldehyde as substrate preincubated for 10 mins before substrate addition measured for every 10 secs for 50 mins by spectrophotometry,Aldose reductase,Homo sapiens,CHEMBL1938238
CHEMBL129795,CHEMBL1900,A,single protein format,IC50,320,nM,7999740,CHEMBL1942674,Inhibition of human recombinant aldose reductase using D-glyceraldehyde as substrate preincubated for 10 mins before substrate addition measured for every 10 secs for 50 mins by spectrophotometry,Aldose reductase,Homo sapiens,CHEMBL1938238
CHEMBL187266,CHEMBL1900,A,single protein format,Inhibition,75.2,%,7999751,CHEMBL1942676,Inhibition of human recombinant aldose reductase using D-glyceraldehyde as substrate at 20 uM preincubated for 10 mins before substrate addition measured for every 10 secs for 50 mins by spectrophotometry,Aldose reductase,Homo sapiens,CHEMBL1938238
CHEMBL187266,CHEMBL1900,A,single protein format,Inhibition,57.7,%,7999750,CHEMBL1942675,Inhibition of human recombinant aldose reductase using D-glyceraldehyde as substrate at 15 uM preincubated for 10 mins before substrate addition measured for every 10 secs for 50 mins by spectrophotometry,Aldose reductase,Homo sapiens,CHEMBL1938238
CHEMBL187266,CHEMBL1900,A,single protein format,Inhibition,53.7,%,7999752,CHEMBL1942677,Inhibition of human recombinant aldose reductase using D-glyceraldehyde as substrate at 10 uM preincubated for 10 mins before substrate addition measured for every 10 secs for 50 mins by spectrophotometry,Aldose reductase,Homo sapiens,CHEMBL1938238
CHEMBL289277,CHEMBL1900,A,assay format,IC50,2690,nM,16665112,CHEMBL3854221,Inhibition of human recombinant aldose reductase expressed in Escherichia coli using DL-glyceraldehyde as substrate in presence of NADPH by spectrophotometric analysis,Aldose reductase,Homo sapiens,CHEMBL3853287
CHEMBL41092,CHEMBL1900,I,assay format,Inhibition,>100,uM,16665111,CHEMBL3854222,Inhibition of human recombinant aldose reductase expressed in Escherichia coli using DL-glyceraldehyde as substrate at 100 uM in presence of NADPH by spectrophotometric analysis,Aldose reductase,Homo sapiens,CHEMBL3853287
CHEMBL289277,CHEMBL1900,I,assay format,Inhibition,,,16665105,CHEMBL3854228,Inhibition of human recombinant aldose reductase expressed in Escherichia coli at 1 uM using DL-glyceraldehyde as substrate in presence of NADPH measured up to 7 days at 37 degC by spectrophotometric analysis,Aldose reductase,Homo sapiens,CHEMBL3853287
CHEMBL164,CHEMBL1900,A,single protein format,IC50,29000,nM,2139920,CHEMBL936594,Inhibition of human recombinant aldose reductase,Aldose reductase,Homo sapiens,CHEMBL1143916
CHEMBL164,CHEMBL1900,A,single protein format,IC50,29000,nM,2139920,CHEMBL936594,Inhibition of human recombinant aldose reductase,Aldose reductase,Homo sapiens,CHEMBL1143916
CHEMBL117,CHEMBL1900,A,single protein format,IC50,8500,nM,2139919,CHEMBL936594,Inhibition of human recombinant aldose reductase,Aldose reductase,Homo sapiens,CHEMBL1143916
CHEMBL151,CHEMBL1900,A,single protein format,IC50,600,nM,13381690,CHEMBL2410162,Inhibition of human recombinant aldose reductase,Aldose reductase,Homo sapiens,CHEMBL2406946
CHEMBL82242,CHEMBL1900,A,single protein format,IC50,150,nM,2139921,CHEMBL936594,Inhibition of human recombinant aldose reductase,Aldose reductase,Homo sapiens,CHEMBL1143916
CHEMBL82242,CHEMBL1900,A,single protein format,IC50,150,nM,2139921,CHEMBL936594,Inhibition of human recombinant aldose reductase,Aldose reductase,Homo sapiens,CHEMBL1143916
CHEMBL145,CHEMBL4681,I,cell-based format,Inhibition,36,%,10905078,CHEMBL2038590,Inhibition of human recombinant AKR1C3 expressed in Escherichia coli JM109 cells using S-tetralol as substrate at 100 uM by fluorometry,Aldo-keto-reductase family 1 member C3,Homo sapiens,CHEMBL2034893
CHEMBL145,CHEMBL5847,I,assay format,Inhibition,19,%,10905073,CHEMBL2038589,Inhibition of human recombinant AKR1C2 expressed in Escherichia coli using S-tetralol as substrate at 100 uM by fluorometry,Aldo-keto reductase family 1 member C2,Homo sapiens,CHEMBL2034893
CHEMBL41092,CHEMBL5983,I,assay format,Inhibition,,,16665109,CHEMBL3854224,Inhibition of human recombinant AKR1B10 expressed in Escherichia coli using DL-glyceraldehyde as substrate at 5 uM in presence of NADPH by spectrophotometric analysis,Aldo-keto reductase family 1 member B10,Homo sapiens,CHEMBL3853287
CHEMBL289277,CHEMBL5983,I,assay format,Inhibition,,,16665096,CHEMBL3854224,Inhibition of human recombinant AKR1B10 expressed in Escherichia coli using DL-glyceraldehyde as substrate at 5 uM in presence of NADPH by spectrophotometric analysis,Aldo-keto reductase family 1 member B10,Homo sapiens,CHEMBL3853287
CHEMBL41092,CHEMBL2246,I,assay format,Inhibition,,,16665108,CHEMBL3854225,Inhibition of human recombinant AKR1A1 expressed in Escherichia coli using DL-glyceraldehyde as substrate at 5 uM in presence of NADPH by spectrophotometric analysis,Aldehyde reductase,Homo sapiens,CHEMBL3853287
CHEMBL289277,CHEMBL2246,I,assay format,Inhibition,,,16665095,CHEMBL3854225,Inhibition of human recombinant AKR1A1 expressed in Escherichia coli using DL-glyceraldehyde as substrate at 5 uM in presence of NADPH by spectrophotometric analysis,Aldehyde reductase,Homo sapiens,CHEMBL3853287
CHEMBL418068,CHEMBL220,I,single protein format,Inhibition,>100,uM,14592449,CHEMBL3238631,Inhibition of human recombinant AChE-mediated amyloid beta-40 aggregation assessed as amyloid fibril formation at 100 uM after 24 hrs by thioflavin T fluorescence method,Acetylcholinesterase,Homo sapiens,CHEMBL3232829
CHEMBL418068,CHEMBL220,A,single protein format,IC50,10000,nM,14592405,CHEMBL3238626,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins by Ellman's method,Acetylcholinesterase,Homo sapiens,CHEMBL3232829
CHEMBL226335,CHEMBL220,I,single protein format,Ki,300000,nM,2940678,CHEMBL1045781,Inhibition of human recombinant AChE by Ellman's method,Acetylcholinesterase,Homo sapiens,CHEMBL1154681
CHEMBL28,CHEMBL220,I,single protein format,Ki,121600,nM,2940672,CHEMBL1045781,Inhibition of human recombinant AChE by Ellman's method,Acetylcholinesterase,Homo sapiens,CHEMBL1154681
CHEMBL31574,CHEMBL220,I,single protein format,Ki,100200,nM,2940676,CHEMBL1045781,Inhibition of human recombinant AChE by Ellman's method,Acetylcholinesterase,Homo sapiens,CHEMBL1154681
CHEMBL150,CHEMBL220,I,single protein format,Ki,92800,nM,2940673,CHEMBL1045781,Inhibition of human recombinant AChE by Ellman's method,Acetylcholinesterase,Homo sapiens,CHEMBL1154681
CHEMBL309490,CHEMBL220,I,single protein format,Ki,85600,nM,2940671,CHEMBL1045781,Inhibition of human recombinant AChE by Ellman's method,Acetylcholinesterase,Homo sapiens,CHEMBL1154681
CHEMBL151,CHEMBL220,I,single protein format,Ki,65800,nM,2940677,CHEMBL1045781,Inhibition of human recombinant AChE by Ellman's method,Acetylcholinesterase,Homo sapiens,CHEMBL1154681
CHEMBL164,CHEMBL220,A,single protein format,Ki,37800,nM,2940675,CHEMBL1045781,Inhibition of human recombinant AChE by Ellman's method,Acetylcholinesterase,Homo sapiens,CHEMBL1154681
CHEMBL164,CHEMBL220,A,single protein format,Ki,37800,nM,2940675,CHEMBL1045781,Inhibition of human recombinant AChE by Ellman's method,Acetylcholinesterase,Homo sapiens,CHEMBL1154681
CHEMBL318743,CHEMBL215,A,assay format,IC50,3200,nM,14730571,CHEMBL3295127,Inhibition of human recombinant 5-LO expressed in Escherichia coli Bl21 (DE3) using arachidonic acid as substrate preincubated for 10 mins measured after 10 mins by RP-HPLC analysis,Arachidonate 5-lipoxygenase,Homo sapiens,CHEMBL3286393
CHEMBL28,CHEMBL2789,A,cell-based format,IC50,20000,nM,2465283,CHEMBL958789,Inhibition of human recombinant 17beta-HSD2 expressed in HEK293 cell lysate assessed as conversion of radiolabeled estrone to estradiol,Estradiol 17-beta-dehydrogenase 2,Homo sapiens,CHEMBL1157467
CHEMBL276915,CHEMBL2789,A,cell-based format,IC50,20000,nM,2465284,CHEMBL958789,Inhibition of human recombinant 17beta-HSD2 expressed in HEK293 cell lysate assessed as conversion of radiolabeled estrone to estradiol,Estradiol 17-beta-dehydrogenase 2,Homo sapiens,CHEMBL1157467
CHEMBL44,CHEMBL2789,A,cell-based format,IC50,16500,nM,2465280,CHEMBL958789,Inhibition of human recombinant 17beta-HSD2 expressed in HEK293 cell lysate assessed as conversion of radiolabeled estrone to estradiol,Estradiol 17-beta-dehydrogenase 2,Homo sapiens,CHEMBL1157467
CHEMBL131921,CHEMBL2789,A,cell-based format,IC50,9900,nM,2465279,CHEMBL958789,Inhibition of human recombinant 17beta-HSD2 expressed in HEK293 cell lysate assessed as conversion of radiolabeled estrone to estradiol,Estradiol 17-beta-dehydrogenase 2,Homo sapiens,CHEMBL1157467
CHEMBL150,CHEMBL2789,A,cell-based format,IC50,360,nM,2465282,CHEMBL958789,Inhibition of human recombinant 17beta-HSD2 expressed in HEK293 cell lysate assessed as conversion of radiolabeled estrone to estradiol,Estradiol 17-beta-dehydrogenase 2,Homo sapiens,CHEMBL1157467
CHEMBL8145,CHEMBL2789,I,cell-based format,IC50,,,2465266,CHEMBL958789,Inhibition of human recombinant 17beta-HSD2 expressed in HEK293 cell lysate assessed as conversion of radiolabeled estrone to estradiol,Estradiol 17-beta-dehydrogenase 2,Homo sapiens,CHEMBL1157467
CHEMBL275638,CHEMBL2789,I,cell-based format,IC50,,,2465268,CHEMBL958789,Inhibition of human recombinant 17beta-HSD2 expressed in HEK293 cell lysate assessed as conversion of radiolabeled estrone to estradiol,Estradiol 17-beta-dehydrogenase 2,Homo sapiens,CHEMBL1157467
CHEMBL274318,CHEMBL2789,I,cell-based format,IC50,,,2465216,CHEMBL958789,Inhibition of human recombinant 17beta-HSD2 expressed in HEK293 cell lysate assessed as conversion of radiolabeled estrone to estradiol,Estradiol 17-beta-dehydrogenase 2,Homo sapiens,CHEMBL1157467
